BALANCED MODEL METRICS

BASELINE MODEL
RMSE,0.5767778105023682
MAE,0.4411006602354685
Precision,0.40890315752337275
Recall,0.344814085827778
F1 Score,0.3741338537688861
NDCG@10,0.12987501165334076

TUNER RESULTS
Embedding Dim,64
MLP Units,32
Learning Rate,0.009444175100572154

OPTIMIZED MODEL (with tuned hyperparameters)
RMSE,0.4707
MAE,0.3772
Precision,0.4368
Recall,0.3167
F1-score,0.3672
NDCG@10,0.8611
