Model Name,RMSE,Precision,Recall,F1-score
Surprise1,0.42291413599324484,0.6960018560049493,0.214202838187606,0.32758691290282954
Surprise2,0.41846179220973834,0.0806241030195476,0.45584282907172546,0.1252191062185518
Surprise3,0.41902998709616607,0.08085193151040307,0.4577950738066991,0.12559261536170618
Surprise4,0.46588579866240715,0.7514719308466424,0.8394118286870522,0.7422208099425451
Surprise4,0.46604195976074064,0.7513655788652923,0.8393293167397095,0.742134191119114
